aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_pais_registro,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
EXPERIMENTAL,ULTRALEVE,EURIPIDES MOURA FERREIRA FILHO,FOX NEWSTAR V7,PISTÃO,MONOMOTOR,2,2012,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,EXPERIMENTAL,DESTRUÍDA,0
***,AVIÃO,CESSNA AIRCRAFT,150M,PISTÃO,MONOMOTOR,2,1977,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,PROFESSOR URBANO ERNESTO STUMPF,ITANHAÉM,MANOBRA,INSTRUÇÃO,NENHUM,0
EXPERIMENTAL,ULTRALEVE,CLINICA MEDICA PRIETO & ANTUNES LTDA.,AA-155,PISTÃO,MONOMOTOR,2,2011,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,EXPERIMENTAL,SUBSTANCIAL,0
INSTRUÇÃO,AVIÃO,BEECH AIRCRAFT,95-B55,PISTÃO,BIMOTOR,4,1973,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0
EXPERIMENTAL,AVIÃO,MARCELO QUEIROZ DUARTE,RV-10,PISTÃO,MONOMOTOR,4,2012,BRASIL,BRASIL,AVIÃO,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,EXPERIMENTAL,NENHUM,0
***,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,BIMOTOR,14,2007,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,TÁXI AÉREO,LEVE,0
***,AVIÃO,AIRBUS INDUSTRIE,A320-232,JATO,BIMOTOR,184,2001,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,REGULAR,NENHUM,0
***,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,BIMOTOR,6,2010,BRASIL,BRASIL,AVIÃO,PARTICULAR,HÉLIO WASUM,SANTIAGO,CRUZEIRO,PRIVADA,NENHUM,0
***,HELICÓPTERO,ROBINSON HELICOPTER,R44,PISTÃO,MONOMOTOR,4,1995,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,TERUEL IPANEMA ESTÂNCIA,GOVERNADOR ANDRÉ FRANCO MONTORO,POUSO,PRIVADA,***,0
***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720C,PISTÃO,MONOMOTOR,7,1978,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,FORA DE AERODROMO,DECOLAGEM,TÁXI AÉREO,LEVE,0
***,AVIÃO,CESSNA AIRCRAFT,172RG,PISTÃO,MONOMOTOR,4,1979,BRASIL,BRASIL,AVIÃO,PARTICULAR,RESENDE,CORONEL NEWTON BRAGA,POUSO,PRIVADA,SUBSTANCIAL,0
***,AVIÃO,AERO BOERO,AB-115,PISTÃO,MONOMOTOR,2,1992,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,GOVERNADOR JOSÉ RICHA,GOVERNADOR JOSÉ RICHA,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0
***,AVIÃO,AERO BOERO,AB-115,PISTÃO,MONOMOTOR,2,1988,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,BACACHERI,FORA DE AERODROMO,TÁXI,INSTRUÇÃO,SUBSTANCIAL,0
***,AVIÃO,FOKKER,F28MK0100,JATO,BIMOTOR,107,1993,BRASIL,BRASIL,AVIÃO,REGULAR,SALGADO FILHO,GOVERNADOR ANDRÉ FRANCO MONTORO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
***,AVIÃO,BEECH AIRCRAFT,200,TURBOÉLICE,BIMOTOR,10,1980,BRASIL,BRASIL,AVIÃO,PARTICULAR,CARAJÁS,BRIGADEIRO LYSIAS RODRIGUES,DESCIDA,PRIVADA,NENHUM,0
***,AVIÃO,CESSNA AIRCRAFT,210N,PISTÃO,MONOMOTOR,6,1984,BRASIL,BRASIL,AVIÃO,PARTICULAR,DIX-SEPT ROSADO,AÇU,POUSO,PRIVADA,SUBSTANCIAL,0
***,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,BIMOTOR,6,1994,BRASIL,BRASIL,AVIÃO,PARTICULAR,ABA,CORRENTINA,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
***,AVIÃO,PIPER AIRCRAFT,PA-30,PISTÃO,BIMOTOR,6,1966,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0
***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PISTÃO,MONOMOTOR,1,1979,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0
***,AVIÃO,PIPER AIRCRAFT,PA-46-350P,PISTÃO,MONOMOTOR,6,2007,BRASIL,BRASIL,AVIÃO,PARTICULAR,CATARATAS,SÍLVIO NAME JÚNIOR,APROXIMAÇÃO FINAL,PRIVADA,NENHUM,0
***,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,PISTÃO,MONOMOTOR,2,1998,BRASIL,BRASIL,HELICÓPTERO,INSTRUÇÃO,PARÁ DE MINAS,HELICENTRO BH,VOO A BAIXA ALTURA,INSTRUÇÃO,LEVE,0
***,AVIÃO,AERO BOERO,AB-115,PISTÃO,MONOMOTOR,2,1992,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,INSTRUÇÃO,SUBSTANCIAL,0
ADMINISTRAÇÃO DIRETA,HELICÓPTERO,HELIBRAS,HB-350B,TURBOEIXO,MONOMOTOR,6,1982,BRASIL,BRASIL,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,POLICIAL,NENHUM,0
TÁXI AÉREO,HELICÓPTERO,AGUSTA,AB139,TURBOEIXO,BIMOTOR,17,2005,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,TÁXI AÉREO,NENHUM,0
TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-61N,TURBOEIXO,BIMOTOR,21,1980,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,TÁXI AÉREO,LEVE,0
***,AVIÃO,CIRRUS DESIGN,SR22,PISTÃO,MONOMOTOR,4,2004,BRASIL,BRASIL,AVIÃO,PARTICULAR,AEROCLUBE DE JOÃO PESSOA,PINTO MARTINS,OUTRA FASE,PRIVADA,SUBSTANCIAL,0
PARTICULAR,AVIÃO,BEECH AIRCRAFT,V35B,PISTÃO,MONOMOTOR,5,1982,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,SUBSTANCIAL,0
ADMINISTRAÇÃO DIRETA,AVIÃO,EMBRAER,EMB-810D,PISTÃO,BIMOTOR,6,1982,BRASIL,BRASIL,AVIÃO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,NÃO REGULAR,SUBSTANCIAL,0
REGULAR,AVIÃO,BOEING COMPANY,737-8EH,JATO,BIMOTOR,193,2010,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,LEVE,0
TÁXI AÉREO,HELICÓPTERO,MIL HELICOPTER,MI-171A1,TURBOEIXO,BIMOTOR,30,2011,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,TÁXI AÉREO,NENHUM,0
TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76A,TURBOEIXO,BIMOTOR,14,1987,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,LEVE,0
TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-92A,TURBOEIXO,BIMOTOR,22,2013,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,ESTACIONAMENTO,TÁXI AÉREO,LEVE,0
TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,BIMOTOR,14,2003,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,NENHUM,0
REGULAR,AVIÃO,AIRBUS INDUSTRIE,A318-122,TURBOEIXO,BIMOTOR,129,2007,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
***,AVIÃO,AIRBUS INDUSTRIE,A320-214,JATO,BIMOTOR,184,2006,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,LEVE,0
REGULAR,AVIÃO,BOEING COMPANY,737-8EH,JATO,BIMOTOR,194,2007,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,LEVE,0
REGULAR,AVIÃO,BOEING COMPANY,737-8EH,JATO,BIMOTOR,194,2006,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,LEVE,0
EXPERIMENTAL,ULTRALEVE,***,CORSARIO MK V,PISTÃO,MONOMOTOR,2,2006,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,EXPERIMENTAL,LEVE,0
REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,JATO,BIMOTOR,125,2011,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
TÁXI AÉREO,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-500,TURBOÉLICE,BIMOTOR,52,1999,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,TÁXI AÉREO,NENHUM,0
PARTICULAR,AVIÃO,RAYTHEON AIRCRAFT,400A,JATO,BIMOTOR,10,1999,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,NENHUM,0
TÁXI AÉREO,AVIÃO,CESSNA AIRCRAFT,560XL,JATO,BIMOTOR,11,2010,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,TÁXI AÉREO,NENHUM,0
ADMINISTRAÇÃO DIRETA,HELICÓPTERO,EUROCOPTER FRANCE,AS 355 NP,TURBOEIXO,BIMOTOR,6,2012,BRASIL,BRASIL,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,POLICIAL,NENHUM,0
TÁXI AÉREO,HELICÓPTERO,BELL HELICOPTER,206B,TURBOEIXO,MONOMOTOR,5,1999,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,LEVE,0
REGULAR,AVIÃO,BOEING COMPANY,727-243,JATO,TRIMOTOR,5,1981,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0
REGULAR,AVIÃO,EMBRAER,ERJ 190-100 LR,TURBOEIXO,BIMOTOR,113,2011,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0
PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-28R-201,PISTÃO,MONOMOTOR,4,1977,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,VOO A BAIXA ALTURA,PRIVADA,NENHUM,0
PARTICULAR,AVIÃO,CIRRUS DESIGN,SR22,PISTÃO,MONOMOTOR,4,2003,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,NENHUM,0
PARTICULAR,AVIÃO,EMBRAER,EMB-810C,PISTÃO,BIMOTOR,6,1977,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,NENHUM,0
TÁXI AÉREO,AVIÃO,LEARJET,35A,JATO,BIMOTOR,10,1978,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,TÁXI AÉREO,NENHUM,0
TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,BIMOTOR,14,2008,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,LEVE,0
REGULAR,AVIÃO,EMBRAER,ERJ 190-100 IGW,JATO,BIMOTOR,112,2008,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0
REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,JATO,BIMOTOR,125,2010,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,NENHUM,0
REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,TURBOÉLICE,BIMOTOR,73,2011,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
EXPERIMENTAL,ULTRALEVE,ESC RIB PRET DE PIL VEIC AUTOPROPULSADO,Bravo 700,PISTÃO,MONOMOTOR,2,2011,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,EXPERIMENTAL,NENHUM,0
ESPECIALIZADA,AVIÃO,CESSNA AIRCRAFT,170A,PISTÃO,MONOMOTOR,1,1950,BRASIL,BRASIL,AVIÃO,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,ESPECIALIZADA,NENHUM,0
REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,TURBOÉLICE,BIMOTOR,75,2012,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,MONOMOTOR,2,1982,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,ARREMETIDA NO SOLO,INSTRUÇÃO,NENHUM,0
REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-232,JATO,BIMOTOR,166,2006,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,REGULAR,LEVE,0
TÁXI AÉREO,AVIÃO,CESSNA AIRCRAFT,402B,PISTÃO,BIMOTOR,8,1973,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,NENHUM,0
TÁXI AÉREO,AVIÃO,PIPER AIRCRAFT,PA-34-200T,PISTÃO,BIMOTOR,6,1975,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,NENHUM,0
TÁXI AÉREO,AVIÃO,BEECH AIRCRAFT,400A,JATO,BIMOTOR,10,1992,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,OPERAÇÃO DE SOLO,TÁXI AÉREO,LEVE,0
TÁXI AÉREO,AVIÃO,RAYTHEON AIRCRAFT,BAE125-800B,JATO,BIMOTOR,11,1991,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,TÁXI AÉREO,LEVE,0
INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,PISTÃO,MONOMOTOR,2,1992,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,0
INSTRUÇÃO,AVIÃO,PIPER AIRCRAFT,PA-34-200,PISTÃO,BIMOTOR,6,1972,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,INSTRUÇÃO,LEVE,0
REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,TURBOEIXO,BIMOTOR,125,2010,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0
PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PISTÃO,BIMOTOR,6,1988,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,PRIVADA,NENHUM,0
INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,PISTÃO,MONOMOTOR,2,1992,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,0
REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,TURBOÉLICE,BIMOTOR,75,2012,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,NENHUM,0
TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,BIMOTOR,14,2004,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,TÁXI AÉREO,NENHUM,0
PARTICULAR,AVIÃO,HAWKER BEECHCRAFT,C90GTI,TURBOÉLICE,BIMOTOR,8,2008,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,NENHUM,0
PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,BIMOTOR,6,2008,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,PRIVADA,NENHUM,0
TÁXI AÉREO,AVIÃO,EMBRAER,EMB-810C,PISTÃO,BIMOTOR,6,1976,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,TÁXI AÉREO,NENHUM,0
PARTICULAR,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,BIMOTOR,6,2002,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,PRIVADA,NENHUM,0
INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,A150M,PISTÃO,MONOMOTOR,2,1975,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,INSTRUÇÃO,NENHUM,0
PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PISTÃO,BIMOTOR,6,1996,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,PRIVADA,NENHUM,0
PARTICULAR,AVIÃO,EMBRAER,EMB-500,JATO,BIMOTOR,7,2011,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,PRIVADA,LEVE,0
AGRÍCOLA,AVIÃO,EMBRAER,EMB-202,PISTÃO,MONOMOTOR,1,2010,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,LEVE,0
TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,BIMOTOR,14,2003,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,TÁXI AÉREO,NENHUM,0
REGULAR,AVIÃO,BOEING COMPANY,737-8EH,JATO,BIMOTOR,199,2013,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
PARTICULAR,AVIÃO,BEECH AIRCRAFT,B60,PISTÃO,BIMOTOR,6,1981,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,PRIVADA,NENHUM,0
REGULAR,AVIÃO,BOEING COMPANY,727-243,JATO,TRIMOTOR,5,1981,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0
INSTRUÇÃO,AVIÃO,AEROMOT,AMT-600,PISTÃO,MONOMOTOR,2,2005,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,INSTRUÇÃO,NENHUM,0
REGULAR,AVIÃO,EMBRAER,ERJ 190-100 IGW,JATO,BIMOTOR,113,2009,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0
PARTICULAR,AVIÃO,HAWKER BEECHCRAFT,B200GT,TURBOÉLICE,BIMOTOR,9,2009,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,PRIVADA,NENHUM,0
***,AVIÃO,BOEING COMPANY,747-4R7F,***,SEM TRAÇÃO,0,1997,ESTADOS UNIDOS,ESTADOS UNIDOS,AVIÃO,***,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,***,LEVE,0
PARTICULAR,AVIÃO,CESSNA AIRCRAFT,182P,PISTÃO,MONOMOTOR,4,1974,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,PRIVADA,NENHUM,0
PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,BIMOTOR,7,0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,PRIVADA,NENHUM,0
PARTICULAR,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,BIMOTOR,6,1994,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
ESPECIALIZADA,AVIÃO,EMBRAER,EMB-810C,PISTÃO,BIMOTOR,3,1979,BRASIL,BRASIL,AVIÃO,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,ESPECIALIZADA,LEVE,0
INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,MONOMOTOR,2,1977,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,INSTRUÇÃO,NENHUM,0
TÁXI AÉREO,AVIÃO,DASSAULT AVIATION,FALCON 2000,JATO,BIMOTOR,10,1995,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,LEVE,0
REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,TURBOÉLICE,BIMOTOR,73,2001,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
PARTICULAR,AVIÃO,EMBRAER,EMB-810C,PISTÃO,BIMOTOR,6,1977,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,LEVE,0
TÁXI AÉREO,AVIÃO,PIPER AIRCRAFT,PA-42-720,TURBOÉLICE,BIMOTOR,9,1984,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,TÁXI AÉREO,SUBSTANCIAL,0
MÚLTIPLA,HELICÓPTERO,HELIBRAS,HB-350B,TURBOEIXO,MONOMOTOR,6,1979,BRASIL,BRASIL,HELICÓPTERO,MÚLTIPLA,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,NÃO REGULAR,LEVE,0
PARTICULAR,AVIÃO,CESSNA AIRCRAFT,182P,PISTÃO,MONOMOTOR,4,1973,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,PRIVADA,NENHUM,0
TÁXI AÉREO,AVIÃO,PIAGGIO AERO INDUSTRIES,P.180,TURBOÉLICE,BIMOTOR,10,2011,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,TÁXI AÉREO,LEVE,0
MÚLTIPLA,HELICÓPTERO,HELIBRAS,HB-350B,TURBOEIXO,MONOMOTOR,6,1979,BRASIL,BRASIL,HELICÓPTERO,MÚLTIPLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,NÃO REGULAR,LEVE,0
REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,TURBOÉLICE,BIMOTOR,75,2011,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
REGULAR,AVIÃO,BOEING COMPANY,737-7K9,JATO,BIMOTOR,152,1998,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0
PARTICULAR,HELICÓPTERO,AGUSTA,A109S,TURBOEIXO,BIMOTOR,8,2006,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,LEVE,0
